filename,clip_id
2020-08-26/[b827ebbc6e34][2020-08-26T08-47-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-12.flac,[b827ebbc6e34][2020-08-26T08-47-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-12
2020-08-26/[b827eb0a63c9][2020-08-26T00-38-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-476.flac,[b827eb0a63c9][2020-08-26T00-38-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-476
2020-08-22/[b827ebb954cd][2020-08-22T16-48-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-649.flac,[b827ebb954cd][2020-08-22T16-48-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-649
2020-10-19/[b827ebd63759][2020-10-19T00-04-38Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-19T00-04-38Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-30/[b827ebbc6e34][2020-08-30T16-57-05Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-209.flac,[b827ebbc6e34][2020-08-30T16-57-05Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-209
2020-08-23/[b827eb452ccb][2020-08-23T05-43-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0][]-1283.flac,[b827eb452ccb][2020-08-23T05-43-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0][]-1283
2020-08-31/[b827ebf3744c][2020-08-31T18-13-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0][]-1520.flac,[b827ebf3744c][2020-08-31T18-13-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0][]-1520
2020-10-26/[b827ebd63759][2020-10-26T18-46-15Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-26T18-46-15Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-10-22/[b827ebd63759][2020-10-22T17-05-05Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-22T17-05-05Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-28/[b827eb0a63c9][2020-08-28T05-30-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-536.flac,[b827eb0a63c9][2020-08-28T05-30-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-536
2020-08-25/[b827ebb954cd][2020-08-25T16-53-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-1166.flac,[b827ebb954cd][2020-08-25T16-53-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-1166
2020-10-20/[b827ebd63759][2020-10-20T18-03-42Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-20T18-03-42Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-09-01/[b827ebbc6e34][2020-09-01T20-49-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-128.flac,[b827ebbc6e34][2020-09-01T20-49-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-128
2020-10-25/[b827ebd63759][2020-10-25T09-01-23Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-25T09-01-23Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-28/[b827ebb954cd][2020-08-28T19-23-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-5.flac,[b827ebb954cd][2020-08-28T19-23-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-5
2020-08-23/[b827ebb954cd][2020-08-23T11-17-05Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-1376.flac,[b827ebb954cd][2020-08-23T11-17-05Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-1376
2020-08-22/[b827ebb954cd][2020-08-22T10-18-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-171.flac,[b827ebb954cd][2020-08-22T10-18-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-171
2020-10-27/[b827ebd63759][2020-10-27T06-58-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-27T06-58-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-26/[b827eb0a63c9][2020-08-26T16-19-05Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-662.flac,[b827eb0a63c9][2020-08-26T16-19-05Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-662
2020-08-28/[b827eb0a63c9][2020-08-28T14-19-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-845.flac,[b827eb0a63c9][2020-08-28T14-19-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-845
2020-08-28/[b827eb0a63c9][2020-08-28T06-28-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-558.flac,[b827eb0a63c9][2020-08-28T06-28-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-558
2020-10-29/[b827ebd63759][2020-10-29T13-49-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-29T13-49-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-23/[b827ebb954cd][2020-08-23T04-59-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-730.flac,[b827ebb954cd][2020-08-23T04-59-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-730
2020-10-26/[b827ebd63759][2020-10-26T20-12-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-26T20-12-04Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-22/[b827ebb954cd][2020-08-22T15-49-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-614.flac,[b827ebb954cd][2020-08-22T15-49-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-614
2020-10-29/[b827ebd63759][2020-10-29T06-03-24Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-29T06-03-24Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-23/[b827ebb954cd][2020-08-23T22-48-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-95.flac,[b827ebb954cd][2020-08-23T22-48-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-95
2020-10-29/[b827ebd63759][2020-10-29T23-51-15Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-29T23-51-15Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-21/[b827ebf3744c][2020-08-21T18-34-05Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0][]-939.flac,[b827ebf3744c][2020-08-21T18-34-05Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0][]-939
2020-10-27/[b827ebd63759][2020-10-27T18-06-14Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-27T18-06-14Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-10-19/[b827ebd63759][2020-10-19T07-03-08Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-19T07-03-08Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-22/[b827eb0a63c9][2020-08-22T01-06-05Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-537.flac,[b827eb0a63c9][2020-08-22T01-06-05Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-537
2020-10-18/[b827ebd63759][2020-10-18T15-04-17Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0].flac,[b827ebd63759][2020-10-18T15-04-17Z][manual][---][4edbade2d41d5f80e324ee4f10d401c0]
2020-08-27/[b827eb0a63c9][2020-08-27T06-28-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-487.flac,[b827eb0a63c9][2020-08-27T06-28-04Z][manual][---][de313d12d7f31937615be80cc47a1ad9][]-487
